District,Site,Site_Type,Site_EQHazardLevel,Site_EQRiskLevel,Site_Soil,Site_Liquefaction,Site_GroundMotionPercentile,Site_HasGeotechnicalStudy,Site_ShearWaveVelocity,Building,Building_Type,Building_HasEvaluation,Building_YearBuilt,BuildingArea_Name,BuildingArea_YearBuilt,BuildingArea_CodeYear,BuildingArea_NumberOfFloors,BuildingArea_ConstructionType,BuildingArea_VerticalIrregularity,BuildingArea_HorizontalIrregularity,BuildingArea_ExistingRisk,BuildingArea_HasRetrofit,BuildingArea_RetrofitRisk,BuildingArea_CodeRisk
Monroe,Monroe High School,High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,51,No,,Main Building,High School - Multi-Story,No,1999,Addition,2005,2003-Present,,,,,,No,,
Monroe,Monroe High School,High School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,51,No,,Main Building,High School - Multi-Story,No,1999,Main building,1999,Unknown,,,,,,No,,
Monroe,Park Place Middle School (new),Middle/Junior High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,42,No,,Covered Play,Covered Play,No,2018,Main Area,2018,2003-Present,,,,,,No,,
Monroe,Park Place Middle School (new),Middle/Junior High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,42,No,,Main Building,Middle/Junior High School - Multi-Story,No,2018,Area A - Level 1,2018,2003-Present,,,,,,No,,
Monroe,Park Place Middle School (new),Middle/Junior High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,42,No,,Main Building,Middle/Junior High School - Multi-Story,No,2018,Main Gym,1974,Unknown,,,,,,No,,
Monroe,Salem Woods Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,45,No,,A Building (Multipurpose),Gymnasium,No,1980,Covered Play,1980,Unknown,1,,,,,No,,
Monroe,Salem Woods Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,45,No,,A Building (Multipurpose),Gymnasium,No,1980,Main Area,1980,Unknown,1,,,,,No,,
Monroe,Salem Woods Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil and Soft Rock,Very Low,45,No,,New Classroom and Admin Building,Elementary School - Multi-Story,No,2018,Main Area,2018,2003-Present,,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 1 - Office,Administrative,No,1967,Addition,1990,Unknown,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 1 - Office,Administrative,No,1967,Office,1967,<1973,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 2 - Annex,Classroom Building - Slabs On Grade,No,1964,Addition,1967,<1973,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 2 - Annex,Classroom Building - Slabs On Grade,No,1964,Main Area,1964,<1973,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 3 - Gymnasium,Gymnasium,No,1967,Addition,1980,Unknown,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 3 - Gymnasium,Gymnasium,No,1967,Main Area,1967,<1973,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 4 - Technology Education,Media Production Center,No,1954,Main Area,1954,<1973,1,,,,,No,,
Monroe,Sky Valley Education Center1 (Old MMS),K-12 - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Building 5 - Pods/Library,Library,No,1967,Main Area,1967,<1973,1,,,,,No,,
Monroe,Wagner Center (Leaders In Learning),High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,Administrative,No,1938,Addition,1954,<1973,1,,,,,No,,
Monroe,Wagner Center (Leaders In Learning),High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,Administrative,No,1938,Addition,1980,Unknown,1,,,,,No,,
Monroe,Wagner Center (Leaders In Learning),High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,41,No,,Main Building,Administrative,No,1938,Main Area,1938,<1973,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,100 Building,Classroom Building - Slabs On Grade,No,1970,Main Area,1970,<1973,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,200 Building,Classroom Building - Slabs On Grade,No,1970,Main Area,1970,<1973,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,300 Building,Classroom Building - Slabs On Grade,No,1970,Main Area,1970,<1973,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,400 Building,Classroom Building - Slabs On Grade,No,1980,Main Area,1980,Unknown,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,500 Building,Classroom Building - Slabs On Grade,No,1970,Main Area,1970,<1973,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,600 Building,Classroom Building - Slabs On Grade,No,1990,Main Area,1990,Unknown,1,,,,,No,,
Montesano,Beacon Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,700 Building,Classroom Building - Slabs On Grade,No,2011,Main Area,2011,2003-Present,1,,,,,No,,
Montesano,Montesano Junior Senior High School,High School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,High School Gym District Office,Gymnasium,No,1970,Main Area,1970,<1973,1,,,,,No,,
Montesano,Montesano Junior Senior High School,High School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,Junior High Gymnasium,Gymnasium,No,1992,Main Area,1992,Unknown,1,,,,,No,,
Montesano,Montesano Junior Senior High School,High School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Low,96,No,,Junior Senior High,Junior/Senior High School - Multi-Story,No,1992,Main Area,1992,Unknown,,,,,,No,,
Montesano,Simpson Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,96,No,,1990 Building,Classroom Building - Slabs On Grade,No,1990,Main Area,1990,Unknown,1,,,,,No,,
Montesano,Simpson Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,96,No,,Covered Play,Covered Play,No,2009,Main Area,1980,Unknown,1,,,,,No,,
Montesano,Simpson Avenue Elementary School,Elementary School - Rural,High,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,96,No,,Main Building,Elementary School - Single Story,No,2009,Main Area,2009,2003-Present,1,,,,,No,,
Morton,Morton Elementary School,Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,38,Yes,455,Covered Play 1,Covered Play,No,2009,Covered Play 1,2009,2003-Present,1,,,,,No,,
Morton,Morton Elementary School,Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,38,Yes,455,Covered Play 2,Covered Play,No,2009,Covered Play 2,2009,2003-Present,1,,,,,No,,
Morton,Morton Elementary School,Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,38,Yes,455,Gymnasium,Gymnasium,Yes,1985,Main Area,1985,1976-1985,1,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Low,No,Low,Low
Morton,Morton Elementary School,Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,38,Yes,455,Main Building,Elementary School - Multi-Story,Yes,1930,Main Area,1930,<1973,2,Concrete Shear Walls,None,None,Very High,No,Low,Low
Morton,Morton Junior Senior High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,38,Yes,175,Gymnasium / Music,Gymnasium,Yes,1957,Main Area,1957,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,Moderate,No,Low,Low
Morton,Morton Junior Senior High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,38,Yes,175,Main Building,Junior/Senior High School - Single Story,Yes,1957,Main Area,1957,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,High,No,Low,Low
Morton,Morton Junior Senior High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,38,Yes,175,Main Building,Junior/Senior High School - Single Story,Yes,1957,Main Area,1968,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,High,No,Low,Low
Morton,Morton Junior Senior High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,38,Yes,175,Shop - Arts and Crafts,Wood Shop,Yes,1957,Main Area,1965,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,None,Moderate,No,Low,Low
Moses Lake,Chief Moses Middle School,Middle/Junior High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Chief Moses Middle School New Gym,Gymnasium,No,2005,Main Area,2005,2003-Present,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,,
Moses Lake,Chief Moses Middle School,Middle/Junior High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Gymnasium,Gymnasium,No,1955,Main Area,1955,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Severe,Yes,Low,No,Low,Low
Moses Lake,Chief Moses Middle School,Middle/Junior High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,Middle/Junior High School - Single Story,No,1955,Main Area,1955,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Endeavor Middle School,Junior/Senior High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Main Building (Old CBSS),Junior/Senior High School - Single Story,No,2002,Main Area,2002,1997,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,,
Moses Lake,Frontier Middle School,Middle/Junior High School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low,11,No,,Main Building,Middle/Junior High School - Multi-Story,No,1947,Main Area,1947,1988-1991,2,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Garden Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,Elementary School - Single Story,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Garden Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,Elementary School - Single Story,No,1956,Main Area,2015,1976-1985,1,Portable Structures,Moderate,Yes,Low,No,,
Moses Lake,Garden Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,Elementary School - Single Story,No,1956,Main Area,2015,2003-Present,1,Portable Structures,Moderate,Yes,Low,No,,
Moses Lake,Garden Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,SE Wing,Classroom Building - Slabs On Grade,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Garden Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,SW Wing,Classroom Building - Slabs On Grade,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Knolls Vista Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Building 1 (Main Bldg),Elementary School - Single Story,No,1951,Main Area,1951,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Knolls Vista Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Building 2 (North Wing),Classroom Building - Slabs On Grade,No,1951,Main Area,1953,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Knolls Vista Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Building 3 (Central Wing),Classroom Building - Slabs On Grade,No,1953,Main Area,1951,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Knolls Vista Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Building 4 (South Wing),Classroom Building - Slabs On Grade,No,1953,Main Area,1953,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Lakeview Terrace Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,Elementary School - Single Story,No,1954,Main Area,1954,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Lakeview Terrace Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building - 1997 Addition,Elementary School - Single Story,No,1997,Main Area,1997,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,,
Moses Lake,Larson Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,A Building (1&4),Elementary School - Single Story,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Larson Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,B Building (3),Classroom Building - Slabs On Grade,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Larson Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,C Building (6),Classroom Building - Slabs On Grade,No,1959,Main Area,1959,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Larson Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,D Building (7),Classroom Building - Slabs On Grade,No,1962,Main Area,1962,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Larson Heights Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,E Building (2&5),Library,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Longview Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,Elementary School - Single Story,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Longview Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,North Wing,Classroom Building - Slabs On Grade,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Longview Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,South Wing,Classroom Building - Slabs On Grade,No,1956,Main Area,1956,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Midway Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,B3 Building,Early Childhood/Pre-Kindergarten,No,1995,Main Area,1954,1988-1991,1,Portable Structures,Moderate,Yes,Low,No,Low,Low
Moses Lake,Midway Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Main Building,Elementary School - Single Story,No,1954,Main Area,1954,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Moses Lake High School,High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Greenhouse,Greenhouse,No,1995,Main Area,1995,1994,1,Steel Light Frame,None,Yes,Low,No,,
Moses Lake,Moses Lake High School,High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,Main Building,High School - Single Story,No,1958,Main Area,1958,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Moses Lake High School,High School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,10,No,,New Greenhouse,Greenhouse,No,2014,Main Area,2014,2003-Present,1,Steel Light Frame,None,Yes,Low,No,,
Moses Lake,North Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Main Building (Bldg 1),Elementary School - Single Story,No,1951,Main Area,1951,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,North Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Wing 2 (South),Classroom Building - Slabs On Grade,No,1951,Main Area,1951,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,North Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Wing 3 (Central),Classroom Building - Slabs On Grade,No,1951,Main Area,1951,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,North Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Wing 4 (North),Classroom Building - Slabs On Grade,No,1951,Main Area,1956,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Park Orchard Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Park Orchard Elementary School,Elementary School - Single Story,No,2011,Main Area,2011,2003-Present,1,"Wood, Light Frame",Severe,Yes,Low,No,,
Moses Lake,Peninsula Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,Main Building,Elementary School - Single Story,No,1950,Main Area,1950,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Peninsula Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,North Central Wing,Classroom Building - Slabs On Grade,No,1950,Main Area,1950,1994,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Peninsula Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,North Wing,Classroom Building - Slabs On Grade,No,1950,Main Area,1950,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Peninsula Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,South Central Wing,Classroom Building - Slabs On Grade,No,1980,Main Area,1980,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Peninsula Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,11,No,,South Wing,Classroom Building - Slabs On Grade,No,1961,Main Area,1961,1988-1991,1,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Low,No,Low,Low
Moses Lake,Sage Point Elementary School,Elementary School - Rural,Low,Low,Very Dense Soil and Soft Rock,Very Low,12,No,,Sage Point Elementary School,Elementary School - Single Story,No,2008,Main Area,2008,2003-Present,1,"Wood, Light Frame",Severe,Yes,Low,No,,
Moses Lake,Vanguard Academy,High School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low,,No,,Main Building,High School - Multi-Story,No,2022,,,,,,,,,No,,
Moses Lake,Vicki Groff Elementary ,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low,,No,,Main Building,Elementary School - Multi-Story,No,2022,,,,,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Elementary School,Elementary School - Single Story,No,1938,2 Classrm Addition,1994,Unknown,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Elementary School,Elementary School - Single Story,No,1938,Addition,1992,Unknown,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Elementary School,Elementary School - Single Story,No,1938,Main,1938,<1973,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Gymnasium,Gymnasium,No,1959,IND. Arts Complex,1992,Unknown,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Gymnasium,Gymnasium,No,1959,Main Area,1959,<1973,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,High School - Classroom Building,High School - Single Story,No,1959,Main Area,1959,<1973,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,High School - Classroom Building,High School - Single Story,No,1959,Science Addition,1993,Unknown,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Middle School,Middle/Junior High School - Single Story,No,1931,Main Area,1931,<1973,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,Music Building,Classroom Building - Slabs On Grade,No,1935,Main Area,1935,<1973,1,,,,,No,,
Mossyrock,Mossyrock K-12 School,K-12 - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Very Low,48,No,,New Multipurpose Bldg,Gymnasium,No,2009,Main Area,2009,2003-Present,1,,,,,No,,
Mount Adams,Harrah Elementary School,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low to Low,18,No,,6th Grade Building,Classroom Building - Slabs On Grade,No,1959,Main Area,1959,<1973,,,,,,No,,
Mount Adams,Harrah Elementary School,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low to Low,18,No,,Main Building,Elementary School - Single Story,No,1937,Kitchen Storage,1959,<1973,,,,,,No,,
Mount Adams,Harrah Elementary School,Elementary School - Rural,Low,,Very Dense Soil and Soft Rock,Very Low to Low,18,No,,Main Building,Elementary School - Single Story,No,1937,Main Area,1937,<1973,1,,,,,No,,
Mount Adams,Mount Adams Middle School,Middle/Junior High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,Middle School Main Building,Middle/Junior High School - Single Story,No,1957,Main Area,1957,<1973,1,,,,,No,,
Mount Adams,White Swan High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,High School Building A and Building B,High School - Single Story,No,1978,Main Area,1978,Unknown,1,,,,,No,,
Mount Adams,White Swan High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,High School Building C and Building D,Science,No,1978,Main Area,1965,<1973,1,,,,,No,,
Mount Adams,White Swan High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,High School Gym Building H,Gymnasium,No,1977,Main Area,1977,Unknown,1,,,,,No,,
Mount Adams,White Swan High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,High School Vo Ag Shop I and J,Skills Center,No,1955,Main Area,1955,<1973,1,,,,,No,,
Mount Adams,White Swan High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,High School Weight Room Building E,Gymnasium,No,2009,Main Area,2009,2003-Present,1,,,,,No,,
Mount Adams,White Swan High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,28,No,,High School Wood Shop Building F & Building G,Wood Shop,No,1965,Main Area,1965,<1973,1,,,,,No,,
Mount Baker,Acme Elementary School,Elementary School - Rural,Moderate,,Firm Soil,Low to Moderate,40,Yes,208,Annex Building - AA Bldg B,Classroom Building - Crawl Space,No,1998,Main Area,1998,Unknown,1,,,,,No,,
Mount Baker,Acme Elementary School,Elementary School - Rural,Moderate,,Firm Soil,Low to Moderate,40,Yes,208,Covered Play - AA Bldg B,Covered Play,No,1991,Main Area,1991,Unknown,1,,,,,No,,
Mount Baker,Acme Elementary School,Elementary School - Rural,Moderate,,Firm Soil,Low to Moderate,40,Yes,208,Main Building - AA Bldg A,Elementary School - Single Story,No,1937,Main Area,1937,<1973,1,"Wood, Commercial and Industrial (>5,000 square feet)",Yes,Yes,High,No,Low,Low
Mount Baker,Harmony Elementary School,Elementary School - Rural,Moderate,,Firm Soil,Low to Moderate,41,No,,Main Building,Classroom Building - Slabs On Grade,No,1960,Main Area,1960,<1973,1,,,,,No,,
Mount Baker,Kendall Elementary School,Elementary School - Rural,Moderate,,Very Dense Soil/Soft Rock - Firm Soil,Low,49,No,,Main Building,Elementary School - Single Story,No,1999,Main Area,1997,Unknown,1,,,,,No,,
Mount Baker,Mount Baker Junior High School,High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,34,Yes,248,"200 Building - JHS - A,B",Junior/Senior High School - Single Story,Yes,1992,Main Area,1990,1988-1991,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,Yes,Low,No,Low,Low
Mount Baker,Mount Baker Junior High School,High School - Rural,High,Low,Firm Soil - Soft Soil,Moderate to High,34,Yes,248,Pro-Rate Commons - Bldg 100 - C,Junior/Senior High School - Single Story,Yes,1990,Main Area,1990,1988-1991,1,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,None,Low,No,Low,Low
Mount Baker,Mount Baker Senior High School,High School - Rural,High,,Firm Soil - Soft Soil,Moderate to High,34,Yes,248,300 North - L - Not Pro-rated,Classroom Building - Slabs On Grade,Yes,1980,Main Area,1980,1988-1991,1,"Wood, Commercial and Industrial (>5,000 square feet)",None,None,Low,No,Low,Low
