District,Site,Site_Type,Site_EQHazardLevel,Site_EQRiskLevel,Site_Soil,Site_Liquefaction,Site_GroundMotionPercentile,Site_HasGeotechnicalStudy,Site_ShearWaveVelocity,Building,Building_Type,Building_HasEvaluation,Building_YearBuilt,BuildingArea_Name,BuildingArea_YearBuilt,BuildingArea_CodeYear,BuildingArea_NumberOfFloors,BuildingArea_ConstructionType,BuildingArea_VerticalIrregularity,BuildingArea_HorizontalIrregularity,BuildingArea_ExistingRisk,BuildingArea_HasRetrofit,BuildingArea_RetrofitRisk,BuildingArea_CodeRisk
Kent,Lake Youngs Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,72.0,No,,Gym Building,Gymnasium,Yes,1965,Area B1,1965.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Lake Youngs Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,72.0,No,,Gym Building,Gymnasium,Yes,1965,Area B2,1991.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Low,No,Low,Low
Kent,Lake Youngs Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,72.0,No,,Gym Building,Gymnasium,Yes,1965,Area B3,1998.0,1994,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Low,No,Low,Low
Kent,Lake Youngs Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,72.0,No,,Main Building,Elementary School - Single Story,Yes,1965,Area A others,1965.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Lake Youngs Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,72.0,No,,Main Building,Elementary School - Single Story,Yes,1965,Area A13-A14,1989.0,1976-1985,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Moderate,No,Low,Low
Kent,Martin Sortun Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Covered Play,Covered Play,Yes,1995,Main Area,1995.0,1988-1991,1.0,Reinforced Concrete Moment Resisting Frames,Moderate,,Moderate,No,Low,Low
Kent,Martin Sortun Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Main Building,Elementary School - Single Story,Yes,1988,Gym/Cafeteria,1988.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Moderate,No,Low,Low
Kent,Martin Sortun Elementary School,Elementary School - Rural,Moderate,High,Very Dense Soil and Soft Rock,Very Low,63.0,No,,Main Building,Elementary School - Single Story,Yes,1988,Main Area,1988.0,1976-1985,1.0,Steel Light Frame,,Yes,High,No,Moderate,Low
Kent,Meeker Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,77.0,No,,D Wing,Classroom Building - Slabs On Grade,Yes,1993,Main Area,1993.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Low,No,Low,Low
Kent,Meeker Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,77.0,No,,G Wing - Gym,Junior/Senior High School - Multi-Story,Yes,1970,Area B1-B5,1970.0,<1973,2.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Meeker Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,77.0,No,,G Wing - Gym,Junior/Senior High School - Multi-Story,Yes,1970,Area B6-B7,1983.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,High,No,Low,Low
Kent,Meeker Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,77.0,No,,G Wing - Gym,Junior/Senior High School - Multi-Story,Yes,1970,Area B8,1992.0,1988-1991,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,Low,Low
Kent,Meeker Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,77.0,No,,Main Building,Junior/Senior High School - Multi-Story,Yes,1970,Main Area,1970.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Meeker Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil/Soft Rock - Firm Soil,Very Low,77.0,No,,Storage,Storage Shed,Yes,1970,Main Area,1970.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Meridian Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Covered Play,Covered Play,Yes,1989,Main Area,1980.0,1976-1985,1.0,Reinforced Concrete Moment Resisting Frames,Moderate,,High,No,Low,Low
Kent,Meridian Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1939,"Area A1-A3,B1-B2",1939.0,<1973,1.0,Concrete Shear Walls,,Yes,Very High,No,Low,Low
Kent,Meridian Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1939,Area A4-A7,1998.0,1994,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Low,No,Low,Low
Kent,Meridian Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1939,Area D1-D2,1991.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Kent,Meridian Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,59.0,No,,Main Building,Elementary School - Multi-Story,Yes,1939,Cafeteria,2018.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,,
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A1-A9,1958.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A10-A15,1959.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A16,1963.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A17,1964.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A18,1977.0,1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,High,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A19-A20,1980.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Moderate,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A21-A24,1989.0,1976-1985,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Moderate,No,Low,Low
Kent,Meridian Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,68.0,No,,Main Building,Middle/Junior High School - Single Story,Yes,1958,Area A25,1994.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Low,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building A,Middle/Junior High School - Multi-Story,Yes,1971,Area H1-H2,1971.0,<1973,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building A,Middle/Junior High School - Multi-Story,Yes,1971,Area H3-H4,2005.0,2003-Present,2.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Low,No,,
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building B,Middle/Junior High School - Single Story,Yes,1961,Area G1,1961.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building B,Middle/Junior High School - Single Story,Yes,1961,Area G2,2010.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Low,No,,
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building B,Middle/Junior High School - Single Story,Yes,1961,Area G3,1972.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C1,Middle/Junior High School - Single Story,Yes,1954,Main Area,1954.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C2,Middle/Junior High School - Single Story,Yes,1957,Area D1,1957.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C2,Middle/Junior High School - Single Story,Yes,1957,Area D2,1960.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C2,Middle/Junior High School - Single Story,Yes,1957,Area D3,1961.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C2,Middle/Junior High School - Single Story,Yes,1957,Area D4,1970.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C2,Middle/Junior High School - Single Story,Yes,1957,Area D5,1988.0,Unknown,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Moderate,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building C2,Middle/Junior High School - Single Story,Yes,1957,Area J1,2005.0,2003-Present,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Low,No,,
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building D1,Middle/Junior High School - Single Story,Yes,1928,Area A1,1928.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building D1,Middle/Junior High School - Single Story,Yes,1928,Area A2,1957.0,<1973,1.0,Concrete Shear Walls,,,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building D2,Middle/Junior High School - Single Story,Yes,1957,Area C1,1957.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building D2,Middle/Junior High School - Single Story,Yes,1957,Area C2,1963.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building D2,Middle/Junior High School - Single Story,Yes,1957,Area C3-C4,1971.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Mill Creek Middle School,Middle/Junior High School - Rural,High,Very High,Soft Soil,Moderate to High,50.0,No,,Building D2,Middle/Junior High School - Single Story,Yes,1957,Area C5,1988.0,Unknown,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Moderate,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Boiler Building,Maintenance and Operations,Yes,1963,Main Area,1963.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Covered Play,Covered Play,Yes,1997,Main Area,1997.0,1994,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Moderate,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1963,Area A1-A5,1963.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1963,Area A11,1997.0,1994,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1963,Area A6,1981.0,1976-1985,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1963,Area A7-A10,1991.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Kent,Park Orchard Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1963,Multi-Purpose,2017.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,,
Kent,Pine Tree Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,58.0,No,,Annex Building,Classroom Building - Slabs On Grade,Yes,1991,Main Area,1991.0,1988-1991,1.0,"Wood, Light Frame",,,Low,No,Low,Low
Kent,Pine Tree Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,58.0,No,,Gym Building,Gymnasium,Yes,1967,Main Area,1967.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Pine Tree Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,58.0,No,,Gym Building,Gymnasium,Yes,1967,Multi-Purpose,2019.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,,
Kent,Pine Tree Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,58.0,No,,Main Building,Elementary School - Single Story,Yes,1967,Main Area,1967.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Scenic Hill Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,66.0,No,,Annex Building,Classroom Building - Slabs On Grade,Yes,1990,Main Area,1990.0,1988-1991,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,Low,Low
Kent,Scenic Hill Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,66.0,No,,Boiler Building,Maintenance and Operations,Yes,1960,Main Area,1960.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Kent,Scenic Hill Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,66.0,No,,Covered Play,Covered Play,Yes,2011,Main Area,2011.0,2003-Present,1.0,Reinforced Concrete Moment Resisting Frames,Moderate,,Low,No,,
Kent,Scenic Hill Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,66.0,No,,Main Building,Elementary School - Single Story,Yes,1960,Area A1-A4,1960.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Scenic Hill Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,66.0,No,,Main Building,Elementary School - Single Story,Yes,1960,Area B1,2011.0,2003-Present,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,,
Kent,Scenic Hill Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,66.0,No,,Main Building,Elementary School - Single Story,Yes,1960,Area C2,1980.0,1976-1985,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Moderate,No,Low,Low
Kent,Soos Creek Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Flex Room Building,Classroom Building - Crawl Space,Yes,1998,Main Area,1998.0,1994,1.0,"Wood, Light Frame",,,Low,No,Low,Low
Kent,Soos Creek Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1970,Gymnasium,1970.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Soos Creek Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1970,Main Area,1970.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,High,No,Low,Low
Kent,Soos Creek Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,70.0,No,,Main Building,Elementary School - Single Story,Yes,1970,Multipurpose,2019.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,,
Kent,Springbrook Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,79.0,No,,Flex Building,Classroom Building - Crawl Space,Yes,1998,Main Area,1998.0,1994,1.0,"Wood, Light Frame",,,Low,No,Low,Low
Kent,Springbrook Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,79.0,No,,Main Building,Elementary School - Single Story,Yes,1969,Gymnasium,1969.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Kent,Springbrook Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,79.0,No,,Main Building,Elementary School - Single Story,Yes,1969,Main Area,1969.0,<1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,Yes,Very High,No,Low,Low
Kent,Springbrook Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,79.0,No,,Main Building,Elementary School - Single Story,Yes,1969,Multi-Purpose,2019.0,2003-Present,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",,,Low,No,,
La Conner,La Conner High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,High School Auditorium,Auditorium/Theater,Yes,1921,Main Area,1921.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,Yes,Very High,No,Low,Low
La Conner,La Conner High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,High School Main Building,High School - Single Story,Yes,1974,Classroom Addition,1996.0,Unknown,1.0,,,,,No,,
La Conner,La Conner High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,High School Main Building,High School - Single Story,Yes,1974,Classroom Addition,1999.0,Unknown,1.0,,,,,No,,
La Conner,La Conner High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,High School Main Building,High School - Single Story,Yes,1974,Landy James Addition,1984.0,Unknown,1.0,,,,,No,,
La Conner,La Conner High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,High School Main Building,High School - Single Story,Yes,1974,Main Area,1974.0,1973,1.0,"Wood, Commercial and Industrial (>5,000 square feet)",Moderate,Yes,Moderate,No,Low,Low
La Conner,La Conner High School,High School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,High School Voc Tech Building,High School - Single Story,No,1999,Main Area,1999.0,Unknown,1.0,,,,,No,,
La Conner,La Conner Middle School (form. Elem site.),Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,New Main Building,Junior/Senior High School - Single Story,No,2015,Main Area,2015.0,2003-Present,,,,,,No,,
La Conner,La Conner Middle School (form. Elem site.),Elementary School - Rural,High,Very High,Firm Soil - Soft Soil,Moderate to High,43.0,Yes,184.0,Old Auditorium/Cafeteria Bldg,Cafeteria/Kitchen,Yes,1921,Main Area,1921.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,,Very High,No,Low,Low
Lake Stevens,Lake Stevens Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,48.0,No,,Building 100 - Main Offices (Bldg A),Middle/Junior High School - Single Story,Yes,1961,Main Area,1961.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,Yes,Very High,No,Low,Low
Lake Stevens,Lake Stevens Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,48.0,No,,Building 200 - Shop (Bldg B),Middle/Junior High School - Single Story,Yes,1961,Main Area,1961.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Lake Stevens,Lake Stevens Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,48.0,No,,Building 300 - Cafeteria (Bldg C),Cafeteria/Kitchen,Yes,1961,Main Area,1961.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Lake Stevens,Lake Stevens Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,48.0,No,,Building 400 - Gym (Bldg D),Middle/Junior High School - Single Story,Yes,1961,Main Area,1961.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Lake Stevens,Mt. Pilchuck Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,43.0,No,,Mt Pilchuck Main Building,Elementary School - Single Story,Yes,1953,A,1953.0,<1973,1.0,"Wood, Light Frame",,Yes,Moderate,No,Low,Low
Lake Stevens,Mt. Pilchuck Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,43.0,No,,Mt Pilchuck Main Building,Elementary School - Single Story,Yes,1953,B,1955.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Lake Stevens,Mt. Pilchuck Elementary School,Elementary School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,43.0,No,,Mt Pilchuck Main Building,Elementary School - Single Story,Yes,1953,C,1959.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Very High,No,Low,Low
Lake Stevens,North Lake Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,44.0,No,,100 Building,Middle/Junior High School - Multi-Story,Yes,1992,Main Area,1992.0,1988-1991,2.0,"Wood, Light Frame",,,Low,No,Low,Low
Lake Stevens,North Lake Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,44.0,No,,200 Building,Middle/Junior High School - Single Story,Yes,1960,Main Area,1960.0,<1973,1.0,Unreinforced Masonry Bearing Walls,,,Very High,No,Low,Low
Lake Stevens,North Lake Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,44.0,No,,300A & 300B Buildings,Middle/Junior High School - Single Story,Yes,1960,300A Bldg (D),1960.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,Yes,Very High,No,Low,Low
Lake Stevens,North Lake Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,44.0,No,,300A & 300B Buildings,Middle/Junior High School - Single Story,Yes,1960,300A Bldg (E),2001.0,1997,1.0,"Wood, Light Frame",,,Low,No,,
Lake Stevens,North Lake Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,44.0,No,,300A & 300B Buildings,Middle/Junior High School - Single Story,Yes,1960,300A Bldg (F),2001.0,1997,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,,,Low,No,,
Lake Stevens,North Lake Middle School,Middle/Junior High School - Rural,Moderate,Very High,Very Dense Soil and Soft Rock,Very Low,44.0,No,,300A & 300B Buildings,Middle/Junior High School - Single Story,Yes,1960,300B Bldg (G),1960.0,<1973,1.0,Reinforced Masonry Bearing Walls with Wood or Metal Diaphragm Decks,Moderate,,Very High,No,Low,Low
